codigo_unico,asunto,descripcion,tipo_tramite,prioridad_real
YAU-HIST-100128,Trámite de Inspección Técnica de Seguridad (ITSE) - Su,Trámite regular para obtener la constancia de posesión del terreno denominado Via Gertrudis Amigó 60 Apt. 95 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-100129,Trámite de Licencia de Funcionamiento - Movimiento,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Calle de Edmundo Robledo 811.,Licencia de Funcionamiento,Media
YAU-HIST-100130,Urgente: Solicitud de Constancia de Posesión por riesgo,Solicitud de inspección extraordinaria de seguridad en Pasaje Anita Giralt 508 Piso 0  debido a grietas graves y amenaza de derrumbe.,Constancia de Posesión,Alta
YAU-HIST-100131,Trámite de Queja por Servicios - Distintas,Queja por servicios debido a fallas intermitentes en el alumbrado público de C. de Teodosio Campoy 27.,Queja por Servicios,Media
YAU-HIST-100132,Urgente: Solicitud de Licencia de Edificación por riesgo,Se solicita apoyo de inmediato por cables eléctricos expuestos a la intemperie que amenaza la seguridad pública en Vial de Blas Cases 99.,Licencia de Edificación,Alta
YAU-HIST-100133,Trámite de Licencia de Edificación - Temas,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Pasadizo de Macario Santiago 296 Puerta 1 .,Licencia de Edificación,Media
YAU-HIST-100134,Trámite de Queja por Servicios - Fondo,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Pasaje de Susanita Gracia 85.,Queja por Servicios,Media
YAU-HIST-100135,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Solicitud de inspección extraordinaria de seguridad en Alameda Teófilo Milla 35 Puerta 7  debido a grietas graves y amenaza de derrumbe.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-100136,Trámite de Constancia de Posesión - Octubre,Solicitud de licencia de edificación para ampliación de vivienda residencial en Avenida Ciro Rosales 6.,Constancia de Posesión,Media
YAU-HIST-100137,Trámite de Queja por Servicios - Dios,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Camino Chita Murcia 7.,Queja por Servicios,Media
YAU-HIST-100138,Trámite de Constancia de Posesión - Proceso,Trámite regular para obtener la constancia de posesión del terreno denominado Cañada Eli Miguel 91 Apt. 27 .,Constancia de Posesión,Media
YAU-HIST-100139,Trámite de Licencia de Edificación - Llamado,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Paseo de Quirino Cardona 49.,Licencia de Edificación,Media
YAU-HIST-100140,Trámite de Constancia de Posesión - Fin,Queja por servicios debido a fallas intermitentes en el alumbrado público de Callejón Ambrosio Escribano 64 Piso 0 .,Constancia de Posesión,Media
YAU-HIST-100141,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por debilitamiento de vigas por humedad extrema,Reporto peligro de colapso en Avenida de Erasmo Anglada 9 debido a debilitamiento de vigas por humedad extrema. Solicito inspección de inmediato.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-100142,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Reporto peligro de colapso en Ronda de Wilfredo Nogueira 55 debido a grietas profundas en los muros de carga. Solicito inspección de inmediato.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-100143,EMERGENCIA: Licencia de Funcionamiento por hundimiento del suelo en el patio principal,Solicitud de inspección extraordinaria de seguridad en Calle Fabricio Criado 501 Piso 6  debido a grietas graves y amenaza de derrumbe.,Licencia de Funcionamiento,Urgente
YAU-HIST-100144,Trámite de Licencia de Funcionamiento - Nuevas,Trámite regular para obtener la constancia de posesión del terreno denominado Ronda de Leandro Garriga 715 Apt. 49 .,Licencia de Funcionamiento,Media
YAU-HIST-100145,Urgente: Solicitud de Constancia de Posesión por riesgo,Se solicita apoyo de inmediato por cables eléctricos expuestos a la intemperie que amenaza la seguridad pública en Urbanización Ruperto Ballesteros 4 Piso 3 .,Constancia de Posesión,Alta
YAU-HIST-100146,Trámite de Queja por Servicios - Ideas,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Cañada de Nacio Carretero 8.,Queja por Servicios,Media
YAU-HIST-100147,Consulta / Copia: Licencia de Funcionamiento,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Vial Ricardo Grau 285 Piso 0 .,Licencia de Funcionamiento,Baja
YAU-HIST-100148,Urgente: Solicitud de Licencia de Edificación por riesgo,Se solicita apoyo de inmediato por hundimiento del suelo en el patio principal que amenaza la seguridad pública en Pasaje África Bermejo 79 Puerta 6 .,Licencia de Edificación,Alta
YAU-HIST-100149,EMERGENCIA: Queja por Servicios por filtraciones severas de agua en las columnas,Reporto peligro de colapso en Via de Sandalio Almansa 82 Puerta 5  debido a filtraciones severas de agua en las columnas. Solicito inspección de inmediato.,Queja por Servicios,Urgente
YAU-HIST-100150,EMERGENCIA: Queja por Servicios por debilitamiento de vigas por humedad extrema,Solicitud de inspección extraordinaria de seguridad en Via de Jose Francisco Ruano 268 debido a grietas graves y amenaza de derrumbe.,Queja por Servicios,Urgente
YAU-HIST-100151,Consulta / Copia: Constancia de Posesión,Solicito información general sobre los planos catastrales de la zona de Alameda de Ismael Mínguez 91 Puerta 1 .,Constancia de Posesión,Baja
YAU-HIST-100152,Trámite de Queja por Servicios - Ojos,Trámite regular para obtener la constancia de posesión del terreno denominado Acceso de Lucía Coloma 31.,Queja por Servicios,Media
YAU-HIST-100153,Trámite de Constancia de Posesión - Lejos,Queja por servicios debido a fallas intermitentes en el alumbrado público de Vial Martirio Benet 87.,Constancia de Posesión,Media
YAU-HIST-100154,Consulta / Copia: Queja por Servicios,Pedido de copias de actas de la junta vecinal de Alameda de Eutropio Sabater 8 Piso 4  correspondientes al periodo anterior.,Queja por Servicios,Baja
YAU-HIST-100155,Urgente: Solicitud de Queja por Servicios por riesgo,Reporto peligro de colapso en Acceso Anunciación Benavent 87 Apt. 05  debido a debilitamiento de vigas por humedad extrema. Solicito inspección de inmediato.,Queja por Servicios,Alta
YAU-HIST-100156,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito información general sobre los planos catastrales de la zona de Avenida Encarnacion Vendrell 97 Puerta 0 .,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-100157,Urgente: Solicitud de Licencia de Edificación por riesgo,Se presenta una situación de emergencia por debilitamiento de vigas por humedad extrema en Alameda Elodia Tamarit 820 Apt. 51 . Existe un riesgo estructural inminente.,Licencia de Edificación,Alta
YAU-HIST-100158,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Fuga de agua masiva y riesgo de corto circuito en Urbanización Laura Río 98. Requiero intervención urgente por peligro inminente.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-100159,EMERGENCIA: Constancia de Posesión por grietas profundas en los muros de carga,Reporto peligro de colapso en Acceso de Yéssica Luna 66 debido a grietas profundas en los muros de carga. Solicito inspección de inmediato.,Constancia de Posesión,Urgente
YAU-HIST-100160,Trámite de Queja por Servicios - Médico,Trámite regular para obtener la constancia de posesión del terreno denominado Avenida de Narciso Busquets 564.,Queja por Servicios,Media
YAU-HIST-100161,EMERGENCIA: Licencia de Edificación por deslizamiento de tierra en el talud colindante,Solicitud de inspección extraordinaria de seguridad en Avenida de Dafne Cid 74 debido a grietas graves y amenaza de derrumbe.,Licencia de Edificación,Urgente
YAU-HIST-100162,Trámite de Constancia de Posesión - Sido,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Cañada Celia Peñas 92.,Constancia de Posesión,Media
YAU-HIST-100163,Consulta / Copia: Licencia de Edificación,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-1320 presentado anteriormente.,Licencia de Edificación,Baja
YAU-HIST-100164,Trámite de Constancia de Posesión - Mantener,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Vial Casemiro Marqués 9.,Constancia de Posesión,Media
YAU-HIST-100165,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Solicitud de inspección extraordinaria de seguridad en Vial de Edelmira Peñas 32 debido a grietas graves y amenaza de derrumbe.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-100166,Trámite de Constancia de Posesión - Sola,Queja por servicios debido a fallas intermitentes en el alumbrado público de Calle de Segismundo Pastor 57.,Constancia de Posesión,Media
YAU-HIST-100167,Consulta / Copia: Constancia de Posesión,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-4595 presentado anteriormente.,Constancia de Posesión,Baja
YAU-HIST-100168,Trámite de Inspección Técnica de Seguridad (ITSE) - Vio,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Cañada de Mayte Piña 386 Apt. 92 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-100169,Urgente: Solicitud de Queja por Servicios por riesgo,Se solicita apoyo de inmediato por cables eléctricos expuestos a la intemperie que amenaza la seguridad pública en Cuesta Sandra Pera 218 Piso 1 .,Queja por Servicios,Alta
YAU-HIST-100170,Consulta / Copia: Licencia de Edificación,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de licencia de edificación.,Licencia de Edificación,Baja
YAU-HIST-100171,Consulta / Copia: Licencia de Funcionamiento,Solicito información general sobre los planos catastrales de la zona de Acceso de Amando Ribera 7.,Licencia de Funcionamiento,Baja
YAU-HIST-100172,Trámite de Licencia de Funcionamiento - Nacional,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en C. Ceferino Perera 60 Apt. 52 .,Licencia de Funcionamiento,Media
YAU-HIST-100173,Urgente: Solicitud de Queja por Servicios por riesgo,Fuga de agua masiva y riesgo de corto circuito en Cuesta de Josefa Chamorro 17. Requiero intervención urgente por peligro inminente.,Queja por Servicios,Alta
YAU-HIST-100174,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Fuga de agua masiva y riesgo de corto circuito en Callejón Ildefonso Conde 798. Requiero intervención urgente por peligro inminente.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-100175,Urgente: Solicitud de Queja por Servicios por riesgo,Solicitud de inspección extraordinaria de seguridad en Urbanización de Marcial Carro 4 debido a grietas graves y amenaza de derrumbe.,Queja por Servicios,Alta
YAU-HIST-100176,Trámite de Licencia de Funcionamiento - Estructura,Trámite regular para obtener la constancia de posesión del terreno denominado Avenida de Dan Valero 980 Puerta 3 .,Licencia de Funcionamiento,Media
YAU-HIST-100177,EMERGENCIA: Constancia de Posesión por grietas profundas en los muros de carga,Fuga de agua masiva y riesgo de corto circuito en Ronda de Abel Osorio 79. Requiero intervención urgente por peligro inminente.,Constancia de Posesión,Urgente
YAU-HIST-100178,Consulta / Copia: Licencia de Funcionamiento,Pedido de copias de actas de la junta vecinal de Pasadizo Poncio Bauzà 988 correspondientes al periodo anterior.,Licencia de Funcionamiento,Baja
YAU-HIST-100179,Consulta / Copia: Licencia de Funcionamiento,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de licencia de funcionamiento.,Licencia de Funcionamiento,Baja
YAU-HIST-100180,Urgente: Solicitud de Constancia de Posesión por riesgo,Reporto peligro de colapso en Acceso Jose Angel Calleja 152 Piso 8  debido a cables eléctricos expuestos a la intemperie. Solicito inspección de inmediato.,Constancia de Posesión,Alta
YAU-HIST-100181,Trámite de Licencia de Funcionamiento - Esta,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Pasaje Josefa Tejero 22 Puerta 7 .,Licencia de Funcionamiento,Media
YAU-HIST-100182,Trámite de Queja por Servicios - Quién,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Calle Máxima Flores 6 Piso 8 .,Queja por Servicios,Media
YAU-HIST-100183,Trámite de Licencia de Edificación - Problema,Trámite regular para obtener la constancia de posesión del terreno denominado Calle de Marisa Feijoo 15 Puerta 5 .,Licencia de Edificación,Media
YAU-HIST-100184,Consulta / Copia: Licencia de Funcionamiento,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de licencia de funcionamiento.,Licencia de Funcionamiento,Baja
YAU-HIST-100185,Trámite de Licencia de Funcionamiento - Aunque,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Cuesta de Quirino Vives 71.,Licencia de Funcionamiento,Media
YAU-HIST-100186,Trámite de Constancia de Posesión - Seguridad,Solicitud de licencia de edificación para ampliación de vivienda residencial en Paseo Lázaro Montesinos 2 Piso 4 .,Constancia de Posesión,Media
YAU-HIST-100187,Consulta / Copia: Queja por Servicios,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de queja por servicios.,Queja por Servicios,Baja
YAU-HIST-100188,Trámite de Constancia de Posesión - Padres,Trámite regular para obtener la constancia de posesión del terreno denominado Calle de Carlito Ramis 38 Apt. 29 .,Constancia de Posesión,Media
YAU-HIST-100189,EMERGENCIA: Licencia de Edificación por debilitamiento de vigas por humedad extrema,Fuga de agua masiva y riesgo de corto circuito en Vial Bonifacio Guzman 75 Puerta 0 . Requiero intervención urgente por peligro inminente.,Licencia de Edificación,Urgente
YAU-HIST-100190,Consulta / Copia: Constancia de Posesión,Solicito información general sobre los planos catastrales de la zona de Acceso de Ramiro Saldaña 3.,Constancia de Posesión,Baja
YAU-HIST-100191,Trámite de Inspección Técnica de Seguridad (ITSE) - Fuerzas,Trámite regular para obtener la constancia de posesión del terreno denominado Alameda de Florentina Lopez 11 Puerta 2 .,Inspección Técnica de Seguridad (ITSE),Media
